id	fdr.pvalue.D_150s_vs_D_0s	fdr.pvalue.D_600s_vs_D_0s	fdr.pvalue.R_150s_vs_R_0s	fdr.pvalue.R_600s_vs_R_0s	fdr.pvalue.S_150s_vs_S_0s	fdr.pvalue.S_600s_vs_S_0s	D_150s_vs_D_0s	D_600s_vs_D_0s	R_150s_vs_R_0s	R_600s_vs_R_0s	S_150s_vs_S_0s	S_600s_vs_S_0s
PERT-P100-DIA2_IPI145	0.00062712824772666	0.000335294117647059	0.000335294117647059	0.00625842777589064	0.000335294117647059	0.00174552135966927	2.9408	3.0307	2.9017	2.5559	3.0305	3.009
PERT-P100-DIA2_GELDANAMYCIN	0.0128418549346017	0.182072269914155	0.60937940185601	0.664231707175251	0.105806774202246	0.208599134355819	-1.994	-1.7853	-0.9858	0.8017	-1.8902	-1.7593
PERT-P100-DIA2_CI-994	0.0115534441805226	0.189319544689555	0.60937940185601	0.642548836381436	0.100025890416265	0.207252945529979	-2.0132	-1.7933	-0.9768	0.8215	-1.9155	-1.7381
PATH-WP_Non-small_cell_lung_cancer	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.00119516351920616	0.000335294117647059	4.188	3.9916	4.0029	3.882	3.4569	3.6535
PATH-NP_TWEAK_PATHWAY	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	5.1371	5.2964	4.0293	4.0164	5.0009	4.9843
PATH-NP_TSLP_PATHWAY	0.000335294117647059	0.000335294117647059	0.00518457543329862	0.0228885247353736	0.000335294117647059	0.00062712824772666	5.6909	5.3948	3.3942	2.9411	4.8306	4.4611
PATH-NP_TIE2_PATHWAY	0.000335294117647059	0.00119516351920616	0.525076088394866	0.124416197217006	0.00664419431578416	0.009724748044254	3.85	3.8008	-1.1159	2.2215	3.4359	3.3931
PATH-NP_T_CELL_RECEPTOR_PATHWAY	0.505182931780168	0.905445917337994	0.79241027300933	0.437843507710158	0.839877569933907	0.578711495104017	-1.1502	0.3456	0.6059	1.3321	-0.4435	1.0425
PATH-NP_PROLACTIN_PATHWAY	0.50487114314018	0.856666602346117	0.0854878045704803	0.0209388930243996	0.932652475825627	1	1.1769	-0.4306	2.1636	2.6685	0.2723	-0.0996
PATH-NP_OXYTOCIN_PATHWAY	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	4.4765	4.4406	4.0335	4.0219	4.6333	4.6166
PATH-NP_NOTCH_PATHWAY	0.000335294117647059	0.000335294117647059	0.00173156885454442	0.000335294117647059	0.000335294117647059	0.000335294117647059	4.9815	5.1233	3.6187	3.7797	4.6868	4.5641
PATH-NP_LEPTIN_PATHWAY	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	5.3451	5.4712	4.7021	4.8072	4.8635	4.804
PATH-NP_KIT_RECEPTOR_PATHWAY	0.0509507306866779	0.0387854594219889	0.00625842777589064	0.00719894992760454	0.0438800294236027	0.0394887576711914	2.5849	2.75	3.1946	3.0951	2.6649	2.7531
PATH-NP_IL33_PATHWAY	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	5.2584	5.4332	4.434	4.401	4.7915	4.8575
PATH-NP_GLP1_PATHWAY	0.840950049112094	0.944744870361689	0.218455200676836	0.807705734048743	0.189458689458689	0.440566912268028	-0.4515	0.2286	-1.8372	-0.5244	-1.9767	-1.3083
PATH-NP_FGF1_PATHWAY	0.000335294117647059	0.00663158459968856	0.00481932238260535	0.0782988436620103	0.000335294117647059	0.0238681209286524	-3.763	-3.1904	-3.1587	-2.4708	-3.7123	-2.9885
PATH-NP_EGFR1_PATHWAY	0.000335294117647059	0.000335294117647059	0.136296721672219	0.0527867290157407	0.00062712824772666	0.000335294117647059	5.2964	6.0601	2.2095	2.7639	4.31	4.3478
PATH-NP_CRH_PATHWAY	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	5.1547	5.3091	4.0268	3.9529	4.8155	5.0529
PATH-NP_CCR7_PATHWAY	0.438973301920193	0.505182931780168	0.863890323862507	1	0.558515239230376	0.525519813949204	-1.3039	-1.1817	-0.4137	0.0669	-1.0356	-1.2146
PATH-NP_B_CELL_RECEPTOR_PATHWAY	0.00275973760705331	0.00119516351920616	NA	NA	0.00226956002389011	0.00373345996530876	3.4637	3.4483	NA	NA	3.5305	3.3763
PATH-NP_AGE_RAGE_PATHWAY	0.000335294117647059	0.000335294117647059	0.00062712824772666	0.000335294117647059	0.000335294117647059	0.000335294117647059	4.9559	5.0672	3.6599	3.771	4.6517	4.5704
PATH-BI_ISCHEMIA	0.000335294117647059	0.000335294117647059	0.00119516351920616	0.0133593027799968	0.000335294117647059	0.00936953538394656	3.2743	3.4874	2.806	2.4446	3.2206	2.9725
KINASE-PSP_ZAP70	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	0.000335294117647059	4.3511	4.6103	4.0996	4.7659	4.2978	4.3011
KINASE-PSP_Syk/SYK	0.00276472717417599	0.00119516351920616	NA	NA	0.000335294117647059	0.00119516351920616	3.4419	3.4348	NA	NA	4.0655	3.7886
KINASE-PSP_Src/SRC	0.348162997955579	0.460100935600959	0.592590064920108	0.796114262423151	0.831235952306167	0.0102741710173103	-1.5159	-1.2358	-0.9358	-0.5544	-0.468	-3.364
KINASE-PSP_Ret/RET	0.000335294117647059	0.000335294117647059	0.521707568473942	0.0993187980202333	0.000335294117647059	0.000335294117647059	4.2803	4.1789	-1.1149	2.3595	3.9901	3.9921
KINASE-PSP_PDGFRB	0.79900293255132	0.843835784501664	0.763111811023622	0.857492185336129	0.826133594559418	0.8852023089117	0.5658	0.4629	0.6679	0.4371	-0.4981	-0.3742
KINASE-PSP_MKK7/MAP2K7	0.00375284814368047	0.00276472717417599	0.927154650931021	0.325072450480545	0.00894997045026813	0.0157879864054684	3.3231	3.3207	-0.2692	1.6155	2.987	2.9646
KINASE-PSP_MKK4/MAP2K4	0.000335294117647059	0.000335294117647059	0.508468112028943	0.130467125717665	0.00857917866980676	0.0071948527050009	3.8521	3.7385	-1.1388	2.2089	3.4279	3.3642
KINASE-PSP_MEKK6/MAP3K6	0.00276472717417599	0.00520494469746259	0.519666206589439	0.208599134355819	0.0279566740524245	0.0282835940288221	3.2679	3.1841	-1.1321	1.9113	2.882	2.8453
KINASE-PSP_MEK1/MAP2K1	0.00332429358761263	0.00226956002389011	0.000335294117647059	0.00327801090873148	0.0741697522891013	0.0993187980202333	3.1098	3.3033	3.1195	2.9429	2.3643	2.1559
KINASE-PSP_LYN	0.534108166070245	0.997308968020527	0.0842319326876636	0.110245292744307	0.851059695147872	0.201670761670762	-1.0548	0.1317	-2.321	-2.2787	-0.4435	-1.9321
KINASE-PSP_Lck/LCK	0.000335294117647059	0.000335294117647059	0.00807124287847779	0.0116822729194154	0.000335294117647059	0.00374779852060585	4.6042	4.7116	3.3776	3.3215	4.7608	3.734
KINASE-PSP_Fyn/FYN	0.95482420692512	0.670710591284337	0.193169504902813	0.863890323862507	0.470562480731026	0.837487054942034	0.21	-0.7711	-1.9587	-0.3973	1.2187	0.464
KINASE-PSP_EGFR	0.087552	0.0496295469943378	0.154248728617661	0.0158694171336275	0.00941362585400622	0.00940168435993346	2.1649	2.4636	1.799	2.7665	2.9913	2.916
KINASE-PSP_ASK1/MAP3K5	0.00327801090873148	0.00575936398985222	0.50487114314018	0.200906500652711	0.0262386028301143	0.0344198676608926	3.322	3.163	-1.1417	1.9188	2.8792	2.8517
KINASE-PSP_Abl/ABL1	0.0146958455855025	0.0110513421669608	0.00276472717417599	0.111643291447102	0.000335294117647059	0.00119516351920616	3.0489	3.044	3.0483	2.2553	4.0144	3.5184
KINASE-iKiP_ZAP70	0.689355383638731	0.905445917337994	0.347220563743205	0.807705734048743	0.231251475487239	0.51830230556688	0.7887	0.33	1.4988	0.5409	1.8271	1.1144
KINASE-iKiP_YES1	0.00488929394735431	0.02258184326418	0.075744678981124	0.0579274340903159	0.0845634232143157	0.375224932331282	-3.4146	-2.9486	-2.5139	-2.5656	-2.1977	-1.4608
KINASE-iKiP_TYRO3	0.270111987840043	0.18910774702095	0.423161697148347	0.0606887642383471	0.905769015847471	0.927154650931021	-1.7055	-1.9268	-1.3354	-2.605	-0.3378	0.2894
KINASE-iKiP_TXK	0.170706271988632	0.54953676232797	NA	NA	0.414727696723195	0.508468112028943	-1.9405	-1.094	NA	NA	1.3786	1.2342
KINASE-iKiP_TNK1	0.862608773206471	1	0.283364110840407	0.107221911410571	0.913086091877707	0.587095516307088	-0.4545	0.083	-1.69	-2.3162	-0.3036	1.0398
KINASE-iKiP_TEK	0.913382760011684	0.997308968020527	0.665976080610227	0.462493626794189	0.564566941768604	0.55702005730659	-0.3261	-0.145	-0.8387	-1.2623	-1.0013	1.126
KINASE-iKiP_TEC	0.442907780313205	0.170706271988632	1	0.534108166070245	0.931613024442461	0.23983360826221	-1.2843	-2.0456	0.1124	-1.0766	0.2887	-1.7801
KINASE-iKiP_SYK	0.0356306679055686	0.443682488458608	0.400775345527557	0.993051305130513	0.666324163591923	1	-2.2135	-1.3343	-1.3852	-0.1408	-0.7968	0.0949
KINASE-iKiP_SRMS	0.110086886638322	0.80976780956285	NA	NA	0.710718696555119	0.553853107606545	-2.2872	-0.5236	NA	NA	-0.759	-1.0919
KINASE-iKiP_ROS1	0.130467125717665	0.111223854428833	0.366333375324332	0.20886247669727	0.2277911370663	0.363009662233103	-2.2052	-2.2262	-1.4481	-1.8966	-1.8181	-1.484
KINASE-iKiP_RET	0.736245614705302	0.419079472166919	0.20883532395935	0.844885644651286	0.899175690964926	0.719419171032074	0.6662	1.3405	1.8932	0.4462	0.3351	0.7293
KINASE-iKiP_PTK6	0.239080718276698	0.277977397766779	0.0421842674286697	0.250093236513613	0.173137696297502	0.857492185336129	-1.8085	-1.626	-2.6314	-1.7713	-1.9433	-0.4217
KINASE-iKiP_PTK2B	NA	NA	NA	NA	0.0698596371105786	NA	NA	NA	NA	NA	-2.3502	NA
KINASE-iKiP_PTK2.FAK	0.358572776217106	0.530433729059693	0.525076088394866	1	0.184439856910979	0.301668450366282	-1.4867	-1.0891	1.1072	0.0217	1.9847	1.6203
KINASE-iKiP_PDGFRA	0.321188191896885	0.601299707653834	0.325072450480545	1	0.80976780956285	0.627191592937449	1.6261	0.9858	1.5667	-0.006	0.5281	0.9104
KINASE-iKiP_NTRK3	0.0514004364528288	0.111643291447102	0.207252945529979	0.348162997955579	0.0528172049189748	0.329988285329892	-2.5226	-2.269	-1.892	-1.5177	-2.5478	-1.5502
KINASE-iKiP_NTRK2	0.381163182497686	0.316508901609509	0.193719593100398	0.12678552809926	0.438973301920193	0.562976628447009	-1.4431	-1.5975	-1.9694	-2.1043	-1.2894	-1.0639
KINASE-iKiP_NTRK1	0.444131449668935	0.0306626622049547	0.196193345200602	0.110959775394954	0.323363302519944	0.617691090748861	-1.287	-2.5638	-1.9394	-2.2533	-1.5704	0.991
KINASE-iKiP_NPM1:ALK	0.00984370952422071	0.00062712824772666	NA	0.0955609855426593	0.0398828739790486	0.0210603466884874	-3.0308	-3.3447	NA	-2.3238	-2.6849	-2.6702
KINASE-iKiP_MUSK	0.0348189946778861	0.0381339632003538	0.202653799758745	0.107838999896026	0.0621695879485337	0.0950647047668405	-2.8461	-2.7863	-1.8925	-2.3401	-2.5718	-2.2451
KINASE-iKiP_MET	0.967618789765805	0.79900293255132	0.814900043813658	0.996804293390203	0.577353441042962	0.183859610297236	0.2008	0.5365	0.4919	-0.1413	0.9878	2.0109
KINASE-iKiP_MERTK.MER	0.533295044533888	0.666226264480841	NA	NA	0.932652475825627	0.882205365314724	-1.1614	-0.8603	NA	NA	0.2619	-0.3818
KINASE-iKiP_MATK.CTK	0.160226368379167	0.236462749848577	0.583358280536024	0.523505792815981	0.0527867290157407	0.0322042237440235	-2.006	-1.7922	-1.0266	-1.1034	-2.6031	-2.7731
KINASE-iKiP_MAPK8.JNK1	0.00374779852060585	0.00175055152610216	0.700914511516006	0.183859610297236	0.0188610373777367	0.0221096378389076	3.3969	3.3117	-0.7496	2.0065	2.9596	2.8922
KINASE-iKiP_MAPK3.ERK1	0.00119516351920616	0.00062712824772666	NA	NA	0.163495608814131	0.0294090056285178	3.0543	3.3711	NA	NA	1.8006	2.061
KINASE-iKiP_MAPK10.JNK3	0.00227265647875303	0.00226956002389011	0.695085574736164	0.200222370072025	0.0275263390027544	0.0237340933061765	3.329	3.2782	-0.755	1.9669	2.9005	2.914
KINASE-iKiP_MAPK1.ERK2	0.00062712824772666	0.000335294117647059	NA	NA	0.000335294117647059	0.00062712824772666	3.3362	3.5017	NA	NA	2.9781	2.9999
KINASE-iKiP_LYNB.LYN	0.0410907799859066	0.0677292907776942	0.207252945529979	0.100025890416265	0.616723486787394	0.725537758100816	-2.8025	-2.4912	-1.8962	-2.2777	-0.8973	-0.6561
KINASE-iKiP_LYNA.LYN	0.0771655208884188	0.0643434490445747	0.311076842312488	0.415933048509919	0.342066508716701	0.200906500652711	-2.4479	-2.5021	-1.6186	-1.3417	-1.5272	-1.9335
KINASE-iKiP_LTK	0.0392606803612372	0.0181651038793896	0.0434606796884615	0.187889773374916	0.0238681209286524	0.2489969744804	-2.7141	-3.0221	-2.67	-1.9708	-2.9463	-1.7605
KINASE-iKiP_LCK	0.00062712824772666	0.0134098630971448	0.00227643737550733	0.0854878045704803	0.00119516351920616	0.00175055152610216	-4.4769	-3.3491	-3.8078	-2.5335	-3.5739	-3.8323
KINASE-iKiP_KIT	0.50487114314018	0.282949160928321	0.993051305130513	0.968005762147773	0.111643291447102	0.242285172374376	-1.1922	-1.6358	-0.1436	-0.1977	-2.2104	-1.7509
KINASE-iKiP_JAK3	0.0830404314622568	0.362450475008357	0.534108166070245	0.870106190267511	0.609767743795682	0.641453383534372	-1.9008	-1.4852	-1.1236	-0.379	-0.9596	-0.8963
KINASE-iKiP_INSRR	0.00275973760705331	0.000335294117647059	0.0255795552511308	0.0320749262877956	0.967618789765805	0.441041875450739	-3.1532	-3.5486	-2.866	-2.4462	0.214	-1.2783
KINASE-iKiP_INSR	0.608311229000884	1	0.80976780956285	0.851059695147872	0.919135897945806	0.508468112028943	0.9487	0.1217	-0.5253	0.415	-0.3018	1.1425
KINASE-iKiP_IGF1R	0.0148407579117113	0.0117005956142011	0.100668918471422	0.366850175051189	0.710718696555119	0.141335227272727	-2.7313	-2.9275	-2.3226	-1.4429	-0.7426	-2.1136
KINASE-iKiP_HCK	0.132634005221441	0.318880260389534	0.0682077944474702	0.208390427629619	0.396744029599731	0.276169823180011	-2.184	-1.5678	-2.4219	-1.8792	-1.3991	1.7426
KINASE-iKiP_FLT3	0.00062712824772666	0.0279298622902623	0.0470978808166879	0.110074734951625	0.000335294117647059	0.0255705336786418	-3.6359	-2.873	-2.7158	-2.3368	-3.5953	-2.9838
KINASE-iKiP_FGR	0.120922594258317	0.806628960170866	0.227710289384298	0.32328581172573	0.97563200618477	0.941005151146746	-2.2303	-0.5207	-1.8037	-1.5658	-0.1827	-0.2373
KINASE-iKiP_FGFR3	0.160880048291929	0.0368838351062329	NA	NA	0.674208607205213	0.666324163591923	-2.0902	-2.4976	NA	NA	-0.8227	0.8579
KINASE-iKiP_FGFR2	0.993051305130513	1	0.525076088394866	1	0.243524275144448	0.50487114314018	-0.1472	0.1105	1.0692	0.0659	-1.7796	-1.1771
KINASE-iKiP_FGFR1	0.173137696297502	0.357224308162982	0.32850612244898	0.94013248148003	0.34423665560333	0.752867886532382	-1.8197	-1.4847	-1.5308	0.24	-1.5202	-0.638
KINASE-iKiP_FES	0.00518697863613174	0.190609542965826	0.76185470245917	0.687457466494014	0.149367791811288	0.856666602346117	-3.471	-1.9813	-0.6171	-0.7366	-2.115	-0.4198
KINASE-iKiP_FER	0.00275973760705331	0.0939951426533879	0.687879719205856	0.0830404314622568	0.163495608814131	0.435623243677238	-3.707	-2.3647	-0.7465	-2.4669	-2.0395	-1.2778
KINASE-iKiP_ERBB4	1	0.163878268848448	NA	NA	0.320443535166484	0.237127204769044	-0.0863	1.8924	NA	NA	1.5908	1.8677
KINASE-iKiP_EPHB4	0.000335294117647059	0.000335294117647059	0.0168133843388487	0.00375284814368047	0.0231988727757896	0.0677227722772277	-5.0579	-4.3499	-3.1796	-3.5621	-2.9664	-2.5848
KINASE-iKiP_EPHB3	0.00719894992760454	0.0486545714203638	0.185468411214953	0.142547641154883	0.0499682219641018	0.0552039437492322	-3.3522	-2.6674	-1.9573	-2.183	-2.6109	-2.7252
KINASE-iKiP_EPHB2	0.180787076817323	0.484899534965342	0.683608590893445	0.365800950846725	0.851059695147872	0.445671018122009	-1.9939	-1.1958	-0.7536	-1.4628	-0.4301	1.2398
KINASE-iKiP_EPHB1	0.375224932331282	0.20886247669727	1	0.410710039116847	1	0.534108166070245	-1.4382	-1.8003	0.0105	-1.3694	0.051	-1.0793
KINASE-iKiP_EPHA8	0.0297859137449581	0.522788461881345	0.0151302589625943	0.0086018737260028	0.0354834347532116	0.325287235652623	-2.9707	-1.1014	-3.2036	-2.9865	-2.5991	-1.5723
KINASE-iKiP_EPHA6	0.0158694171336275	0.110959775394954	NA	NA	0.363672410064163	0.365800950846725	-3.1434	-2.2236	NA	NA	-1.4734	-1.4649
KINASE-iKiP_EPHA5	0.648197540676658	1	0.664231707175251	0.205899060519991	0.549230746815384	0.932581326925083	-0.8521	-0.002	-0.7977	-1.85	1.0309	-0.2571
KINASE-iKiP_EPHA4	0.993051305130513	0.927154650931021	NA	NA	0.80976780956285	0.79900293255132	0.1604	0.2793	NA	NA	-0.5587	0.5558
KINASE-iKiP_EPHA3	0.806628960170866	0.350633914421553	0.183859610297236	0.997308968020527	1	0.190609542965826	0.5083	1.5119	-1.9921	0.1443	-0.048	1.8344
KINASE-iKiP_EPHA2	0.601509436506251	1	0.816669042749708	0.407543046456744	0.377109646685193	0.33157747106056	-0.9167	0.0514	-0.4984	1.3762	-1.4355	-1.5451
KINASE-iKiP_EPHA1	0.0346791538330982	0.0188610373777367	0.0463112464841677	0.0396334021259126	0.0911993764145203	0.217967374472328	-2.8251	-3.1317	-2.7403	-2.8715	-2.3822	-1.862
KINASE-iKiP_EGFR	0.657873941170505	0.49317611836721	0.444131449668935	0.0705834436235671	0.564566941768604	0.558515239230376	-0.8897	-1.2478	-1.3193	-2.1006	-1.0522	-1.0824
KINASE-iKiP_DDR2	0.652888384093699	0.257458395951964	0.319032166735632	0.357224308162982	0.554393968267024	0.790290526621662	-0.9068	-1.6714	-1.5605	-1.4971	-1.0902	0.6641
