id	fdr.pvalue.R_0s_vs_D_0s	fdr.pvalue.R_150s_vs_D_150s	fdr.pvalue.R_600s_vs_D_600s	fdr.pvalue.S_0s_vs_D_0s	fdr.pvalue.S_150s_vs_D_150s	fdr.pvalue.S_600s_vs_D_600s	R_0s_vs_D_0s	R_150s_vs_D_150s	R_600s_vs_D_600s	S_0s_vs_D_0s	S_150s_vs_D_150s	S_600s_vs_D_600s
PERT-P100-DIA2_RGFP966	0.37721356213304	0.101327554439005	0.100913525346019	0.0469732323901326	0.0162675898951958	0.0217059353229569	1.4675	2.0326	2.403	-2.2994	-2.5603	-2.8717
PERT-P100-DIA2_RESVERATROL	0.179031298923531	0.971795911109063	0.306991112063799	0.823245825502808	0.237103757070608	0.0605022548782784	-1.901	0.1881	1.678	0.5195	1.684	-2.4896
PERT-P100-DIA2_PAZOPANIB	1	0.196040844617863	0.0804378399784771	0.66230512997182	0.880247055587507	0.146780432627184	-0.0791	1.8119	2.3849	-0.8373	0.3684	-2.1113
PERT-P100-DIA2_LOSMAPIMOD	0.16987866987867	0.974680734463493	0.28964583634747	0.808458225155564	0.237848824411303	0.0619486269846069	-1.9161	0.1853	1.6884	0.5267	1.7061	-2.495
PERT-P100-DIA2_LENALIDOMIDE	1	0.189880356708541	0.0900575194958328	0.66230512997182	0.895462671006052	0.151359405978103	-0.0789	1.8197	2.3422	-0.8285	0.357	-2.1146
PERT-P100-DIA2_IPI145	0.107674968107316	0.101430936901022	0.0415690692602117	0.000485263157894737	0.00171117198577611	0.0387612813051098	-2.2558	-2.3166	-2.5829	-3.5871	-3.0661	-2.8389
PERT-P100-DIA2_GELDANAMYCIN	0.16026389555926	0.971795911109063	0.285972717922607	0.823245825502808	0.237138558532741	0.0642636662351887	-1.9208	0.1868	1.6908	0.523	1.7167	-2.4777
PERT-P100-DIA2_CI-994	0.16026389555926	0.971795911109063	0.281504148245183	0.823245825502808	0.237103757070608	0.0683031490266722	-1.929	0.1868	1.7143	0.5161	1.7109	-2.4542
PATH-WP_Non-small_cell_lung_cancer	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.000910194773784021	0.0677081247079244	-3.9457	-4.2189	-3.7936	-3.7913	-2.9234	-2.6228
PATH-NP_TWEAK_PATHWAY	0.0758261240136931	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.00393938306355823	-2.6036	-5.4999	-4.5092	-5.1882	-4.0128	-3.7993
PATH-NP_TSLP_PATHWAY	0.0496572659616138	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.000485263157894737	-2.7326	-6.7094	-6.074	-5.6663	-4.3005	-5.0477
PATH-NP_TIE2_PATHWAY	0.000485263157894737	0.0918904313468404	0.00171117198577611	0.0191877215231034	0.0394140467989758	0.0276471786209146	4.1709	-2.4355	-3.8109	3.1995	2.8864	2.9654
PATH-NP_T_CELL_RECEPTOR_PATHWAY	0.00595217921094891	0.0556039015734884	0.253893600508207	0.817588749740401	0.0958213180660507	0.247007043258392	-2.8161	-2.0661	-1.6716	-0.5266	2.3841	-1.8129
PATH-NP_PROLACTIN_PATHWAY	0.00325152503400965	0.00460007151231924	0.842992662278551	0.0706132981502573	0.111114746345106	0.194441361244922	-3.1998	-2.96	0.5224	-2.4219	-2.0406	-1.9027
PATH-NP_OXYTOCIN_PATHWAY	0.0111139572377838	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.0144173176419398	0.0277291148186856	-3.2334	-4.6977	-4.0831	-4.7582	-3.171	-2.9973
PATH-NP_NOTCH_PATHWAY	0.0953150242326333	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.000485263157894737	-2.4442	-6.1498	-5.0058	-5.3567	-4.027	-4.2819
PATH-NP_LEPTIN_PATHWAY	0.159707296380091	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.00393938306355823	-2.0911	-6.0961	-5.2749	-5.3613	-4.2227	-4.13
PATH-NP_KIT_RECEPTOR_PATHWAY	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.00920753441494592	0.0464369522114034	0.015607141502944	-3.9525	-3.879	-3.5829	-3.2632	-2.5904	-3.1516
PATH-NP_IL33_PATHWAY	0.046669223099931	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.00171117198577611	-2.7724	-5.4775	-4.9272	-4.7401	-4.0122	-3.414
PATH-NP_GLP1_PATHWAY	0.85820279311413	0.108582024104839	0.047773549595461	0.0479201677032622	0.0338379667859437	0.852132008739709	0.4136	-2.2949	-2.6838	2.7692	2.2799	-0.416
PATH-NP_FGF1_PATHWAY	0.0338900308472335	0.563869796394761	1	0.00800126227762218	0.000485263157894737	0.295187531881762	-2.8553	-1.0154	0.0596	3.284	3.5396	1.6758
PATH-NP_EGFR1_PATHWAY	0.0441981208608051	0.000485263157894737	0.000485263157894737	0.0508543755722496	0.85820279311413	0.000485263157894737	-2.9311	-7.5886	-7.1838	-2.835	-0.3993	-5.753
PATH-NP_CRH_PATHWAY	0.0685101176826945	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.00526664104340531	-2.5431	-5.6284	-4.5371	-5.2384	-3.9799	-3.8652
PATH-NP_CCR7_PATHWAY	0.177024138165181	0.0254601756897257	0.0242636208190814	0.574612527293112	0.425743342334588	0.281338262677885	2.0208	2.4381	2.6015	-1.0189	-1.3666	-1.6787
PATH-NP_B_CELL_RECEPTOR_PATHWAY	NA	0.000910194773784021	0.00325152503400965	0.661406025824964	0.0125841011325547	0.000912499059789472	NA	-3.6208	-3.1498	-0.9313	-2.7003	-2.9606
PATH-NP_AGE_RAGE_PATHWAY	0.0312422850338127	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.000485263157894737	0.000485263157894737	-3.0088	-6.0965	-4.9922	-5.4081	-4.0235	-4.3738
PATH-BI_ISCHEMIA	0.000910194773784021	0.000485263157894737	0.000485263157894737	0.20132552699359	0.751165604581754	0.253893600508207	-3.0621	-3.5219	-3.9096	-1.9449	-0.6347	-1.7974
KINASE-PSP_ZAP70	0.676492658602076	0.597495134765862	0.773217655440053	0.0590107388190231	0.0265164854057073	0.00171117198577611	0.8168	0.9912	0.571	-2.5201	-3.1412	-4.0714
KINASE-PSP_Syk/SYK	NA	0.000485263157894737	0.000485263157894737	0.66731007157902	0.011546905158315	0.000910194773784021	NA	-4.0359	-3.8663	-0.9196	-2.8127	-2.9888
KINASE-PSP_Src/SRC	0.0144439298169137	0.000910194773784021	0.500462304378388	0.454011793061235	0.510571167152058	0.187289570583768	-3.2563	-4.0817	-1.1513	1.2516	1.1553	-1.9904
KINASE-PSP_Ret/RET	0.000485263157894737	0.4477716666922	0.0135597351082426	0.000910194773784021	0.00325152503400965	0.13662024291498	4.4434	-1.2813	-3.3429	3.7949	3.6477	2.1867
KINASE-PSP_PDGFRB	0.0711551250707435	0.0336999429334113	0.00247494631352899	0.927342781840714	0.0716215436769825	0.00393938306355823	-2.2573	-2.533	-3.2812	0.2728	-1.9455	-2.4113
KINASE-PSP_MKK7/MAP2K7	0.00530608218096914	0.0808459165594957	0.0274628053711351	0.00460007151231924	0.0463117449369022	0.141826214430588	2.8495	-2.3332	-2.7033	2.8731	2.6377	2.1923
KINASE-PSP_MKK4/MAP2K4	0.000485263157894737	0.0903501418921514	0.00171117198577611	0.0187964287969023	0.0357553140069467	0.0356167911408705	4.1697	-2.4319	-3.9199	3.1468	2.9222	2.9326
KINASE-PSP_MEKK6/MAP3K6	0.000485263157894737	0.167314743503064	0.00325152503400965	0.0474740748739237	0.0728936839937634	0.0808459165594957	3.5603	-2.0497	-3.3428	2.6874	2.5601	2.5405
KINASE-PSP_MEK1/MAP2K1	0.000485263157894737	0.000485263157894737	0.0125551950541791	0.00171117198577611	0.00251593608103388	0.014921900762077	-3.0153	-3.5402	-2.9359	-2.9287	-2.8248	-3.2557
KINASE-PSP_LYN	0.755695172801924	0.0490749611847246	0.0143113594644207	0.532203118993252	0.528661904032105	0.011546905158315	-0.6196	-2.6066	-3.0495	1.0959	1.1	-3.2473
KINASE-PSP_Lck/LCK	0.473860761748673	0.4477716666922	0.472667211481519	0.0554433775523947	0.00325152503400965	0.000485263157894737	1.2364	-1.2659	1.2216	-2.708	-3.5788	-4.3015
KINASE-PSP_Fyn/FYN	0.00980955420789446	0.000485263157894737	0.000485263157894737	0.229929141441937	0.107136451704983	0.0125841011325547	-3.0292	-4.1638	-3.7973	-1.8758	-2.3402	-3.2374
KINASE-PSP_EGFR	0.36316201375181	0.0824804981034853	0.0353092723685738	0.88523505988009	0.0508543755722496	0.0254002626773873	-1.4758	-2.3859	-2.8817	0.4037	-2.1678	-2.2855
KINASE-PSP_ASK1/MAP3K5	0.000485263157894737	0.166024172107647	0.0039462420818353	0.0449404865974313	0.0741809431336731	0.0826578471785804	3.5929	-2.0501	-3.2988	2.7039	2.5369	2.5096
KINASE-PSP_Abl/ABL1	0.411017465784741	0.0140851818803621	0.229222086865724	0.0491762529800511	0.0269238094028922	0.0039462420818353	-1.376	-2.8904	-1.8449	-2.7034	-3.0526	-3.8615
KINASE-iKiP_ZAP70	0.755695172801924	0.102451405886126	0.406553822043481	0.326344658509584	0.194441361244922	0.183994581083054	0.6078	-2.393	-1.3931	-1.5731	-1.9239	1.9284
KINASE-iKiP_YES1	0.247007043258392	0.393860115095175	0.254177162165161	0.415485244752366	0.422967941070509	0.901442174579872	-1.7809	-1.3989	-1.7665	-1.3415	-1.355	-0.342
KINASE-iKiP_TYRO3	0.770149170287922	0.183994581083054	0.41809882145513	0.441744974872448	0.955911425318771	0.701706984048323	0.5818	2.0015	-1.3715	-1.3016	-0.226	-0.8081
KINASE-iKiP_TXK	NA	0.0589176185602787	0.75839358227778	0.604247576065995	0.117439406070311	0.358015578264246	NA	2.5155	0.6203	0.9802	2.0415	-1.4949
KINASE-iKiP_TNK1	0.351960918521399	0.0775064040564721	0.410370242716571	1	0.693217094490187	0.587624675400708	1.5436	2.5016	1.3502	-0.0189	0.7633	0.9543
KINASE-iKiP_TEK	0.266384291725105	0.107674968107316	0.722287698277769	0.269907619994825	0.0691568826515378	0.281338262677885	1.6536	2.1088	0.7543	-1.658	-2.0991	-1.6518
KINASE-iKiP_TEC	0.28097909720001	0.52363924191577	0.358015578264246	0.994234811006564	0.543882827692828	0.0437892464413412	-1.6903	-1.1295	-1.4947	-0.1258	1.0599	2.5156
KINASE-iKiP_SYK	0.842992662278551	0.993464399955873	0.948357663523774	0.66230512997182	1	0.592554054260838	0.4306	0.1312	0.2338	-0.9063	0.0701	0.9613
KINASE-iKiP_SRMS	NA	0.359982140380755	0.647878733188952	0.8011292484899	0.0808459165594957	0.624886255196978	NA	1.4827	-0.8487	0.5554	2.338	0.8869
KINASE-iKiP_ROS1	1	0.751165604581754	0.938377470763249	0.676117142018912	0.74552169568002	0.269277283122896	-0.0458	0.6459	-0.2743	-0.8433	-0.656	1.732
KINASE-iKiP_RET	0.314341505285486	0.066745634117048	0.0189230098258036	0.507328486818505	0.382369027947225	0.17961038961039	1.6247	2.5252	3.1009	1.1481	1.4169	2.029
KINASE-iKiP_PTK6	0.757297013616299	1	0.784642325254079	0.251293388625241	0.217052204096287	0.985177191216366	0.6482	-0.0582	0.644	-1.6711	-1.7894	0.1567
KINASE-iKiP_PTK2.FAK	0.542648229102026	0.480238686140962	0.269907619994825	0.410473351143417	0.245656723892192	0.0996480731702235	1.1532	-1.2062	-1.6961	1.3899	1.7837	2.4271
KINASE-iKiP_PDGFRA	0.543882827692828	0.676492658602076	0.240376468134475	0.688288982269672	0.56975633871492	0.524806735147728	1.1228	0.7951	1.7432	0.8929	-1.111	1.128
KINASE-iKiP_NTRK3	0.751165604581754	0.873612699099246	0.250347163161109	0.955911425318771	0.785685347532335	0.492738519913958	0.6288	0.3834	1.8107	-0.2209	0.5801	1.1902
KINASE-iKiP_NTRK2	0.569931169160479	0.645912359434132	0.702332907895375	0.524806735147728	0.634463548423208	0.0140851818803621	1.0027	-0.8868	-0.7807	-1.1701	-0.9322	2.5812
KINASE-iKiP_NTRK1	0.666218076569226	0.543882827692828	0.790366257275703	0.690868726977905	0.269907619994825	0.510571167152058	-0.8695	1.0854	0.6119	-0.8111	-1.7184	1.1367
KINASE-iKiP_NPM1:ALK	0.273479732516512	NA	0.464421537442619	0.28097909720001	1	0.0495913933287639	-1.7041	NA	-1.3105	-1.6178	-0.1097	2.1899
KINASE-iKiP_MUSK	0.470555238813382	0.373560586953288	0.604521003526628	0.74591180900557	0.852132008739709	0.623037764608917	1.2557	1.4552	-0.9334	-0.6754	0.4073	0.9097
KINASE-iKiP_MET	0.552022719022911	1	0.909763644801476	0.722287698277769	0.91105507277928	0.165028874447294	1.1344	0.081	-0.3163	-0.7349	-0.3023	2.0366
KINASE-iKiP_MERTK.MER	NA	0.386019620185544	0.730704599088199	0.755695172801924	0.473860761748673	0.207961957302531	NA	1.4291	-0.7233	0.72	1.2494	1.9155
KINASE-iKiP_MATK.CTK	0.987704262978834	0.253893600508207	0.0374896954303411	0.345767396133465	0.751165604581754	0.156424751742816	0.1429	1.7944	2.832	1.521	-0.6152	1.9979
KINASE-iKiP_MAPK8.JNK1	0.000485263157894737	0.141308972968884	0.00468432461726053	0.0356167911408705	0.083857075810537	0.0691568826515378	3.6266	-2.1479	-3.3175	2.8093	2.463	2.5848
KINASE-iKiP_MAPK3.ERK1	NA	0.00393938306355823	0.00460007151231924	0.0309622698308565	0.016319632464098	0.0381908315494377	NA	-2.8258	-2.7757	-2.1448	-2.5404	-2.799
KINASE-iKiP_MAPK10.JNK3	0.000485263157894737	0.1626742702311	0.00460007151231924	0.0449404865974313	0.0917956140350877	0.0645580940754705	3.6001	-2.0859	-3.2741	2.7442	2.4583	2.6018
KINASE-iKiP_MAPK1.ERK2	NA	0.000910194773784021	0.000485263157894737	0.000910194773784021	0.0409533044777525	0.0366535219604201	NA	-3.5375	-3.1743	-2.9682	-2.5723	-2.8767
KINASE-iKiP_LYNB.LYN	0.152280691675763	0.745891407840491	0.281338262677885	0.332543532865591	0.604266517245175	0.056564925018031	-2.1153	-0.6506	-1.6825	-1.5302	0.8982	2.7039
KINASE-iKiP_LYNA.LYN	0.480238686140962	0.103785443226879	1	0.796538734950884	0.480238686140962	0.0883428197673503	-1.1863	2.3466	0.0279	-0.5576	1.2151	2.5068
KINASE-iKiP_LTK	0.447032283353187	0.955911425318771	0.574575706691007	0.763040256904515	0.54671666717604	0.449438222954487	-1.2793	-0.2125	0.9922	-0.6117	-1.0572	1.2628
KINASE-iKiP_LCK	0.131911305730308	0.640343477439041	0.0140851818803621	0.853768941352045	0.811477801363067	0.676748934394468	-2.2245	-0.866	-3.3496	-0.4074	-0.4944	-0.7784
KINASE-iKiP_KIT	0.109458651070188	0.486898996539761	0.236521287421102	0.938470672519747	0.274741951339395	0.114748834465472	2.2424	1.2744	1.8365	0.2872	-1.7193	1.9095
KINASE-iKiP_JAK3	0.579716186881652	0.520718637434962	0.498229993060635	0.785685347532335	0.749575780492993	0.722287698277769	0.9791	1.1115	1.2046	0.6434	-0.7002	-0.7201
KINASE-iKiP_INSRR	0.0917956140350877	0.589737126475541	0.11767420170336	0.0775064040564721	0.901850464729536	0.388445692763534	-2.2311	-0.9811	-2.2232	-2.3828	-0.3386	1.4208
KINASE-iKiP_INSR	0.0661644287423806	0.0400910163714983	0.173782192902498	0.412143788414975	0.171918702218907	0.992912946000152	2.5275	2.8333	2.0522	-1.3881	-1.8989	-0.1367
KINASE-iKiP_IGF1R	0.0366535219604201	0.480238686140962	0.267127566065108	0.783774505092791	0.733240036314477	0.705282918534815	-2.4059	-1.2549	-1.6494	0.6836	0.6788	0.7352
KINASE-iKiP_HCK	0.131911305730308	1	0.773217655440053	0.13285865649502	0.45829292658561	0.353324391645909	1.93	0.0525	-0.587	-2.0659	-1.2783	1.5086
KINASE-iKiP_FLT3	0.224553558001331	0.530888674797605	0.340855273229472	0.432899524733584	0.0922093025314058	0.604247576065995	-1.813	1.0789	1.5098	1.328	2.3896	0.928
KINASE-iKiP_FGR	0.16026389555926	0.184289426344193	0.971795911109063	0.961020345471301	0.705282918534815	0.490606917451114	2.0669	2.0217	0.1839	0.2056	0.7322	1.1797
KINASE-iKiP_FGFR3	NA	NA	NA	0.0770428505936911	0.328774263604413	1	NA	NA	NA	-2.3391	-1.5367	-0.0054
KINASE-iKiP_FGFR2	0.115979147591827	0.123588968428258	0.0590107388190231	0.54124491794608	0.312933520224269	0.755695172801924	2.1678	2.2787	2.6542	1.1067	-1.6162	-0.6353
KINASE-iKiP_FGFR1	0.83771719411409	0.533144423710461	0.119101399229745	0.722287698277769	0.305750031943158	1	0.4468	1.0816	2.2715	-0.7551	-1.6345	0.0929
KINASE-iKiP_FES	1	0.00393938306355823	0.136181034209416	0.762044224876315	0.106113070828192	0.837591077022631	0.0476	3.739	2.2396	-0.5826	2.3181	0.4636
KINASE-iKiP_FER	0.543882827692828	0.107136451704983	1	0.910180517220953	0.0238573938514166	1	-1.0484	2.3639	-0.0726	-0.3195	2.899	-0.073
KINASE-iKiP_ERBB4	NA	0.981122271888137	0.647878733188952	0.253893600508207	0.269907619994825	0.718374909710832	NA	-0.1672	-0.9066	1.6609	1.6834	0.7139
KINASE-iKiP_EPHB4	0.00598563803931402	0.464669111588762	0.114570628959842	0.385359199815574	0.11767420170336	0.705282918534815	-3.3787	1.2245	-2.2623	-1.4007	2.2891	0.7228
KINASE-iKiP_EPHB3	1	0.195071957429832	1	0.738674085053968	0.0808459165594957	0.0951818376526023	-0.0646	1.9422	0.0944	0.669	2.4337	2.4396
KINASE-iKiP_EPHB2	0.0556039015734884	0.0116628618880234	0.818246776330836	0.0437875780055281	0.192564745196324	0.567819775504213	2.6639	3.4008	-0.4718	-2.83	-1.9378	-1.0237
KINASE-iKiP_EPHB1	0.901442174579872	0.0273619526536055	0.31531241203769	0.852132008739709	0.901850464729536	0.119137710769351	-0.3467	3.0755	-1.5807	0.4091	-0.3342	-2.1608
KINASE-iKiP_EPHA8	0.589737126475541	0.45338581010561	0.322436208229643	0.246015260740604	0.0900575194958328	0.283848596798237	-0.9759	-1.2824	-1.5803	1.7876	2.4458	1.6616
KINASE-iKiP_EPHA6	NA	0.4477716666922	0.45338581010561	0.589737126475541	0.92067948385174	0.391861238920062	NA	-1.2865	-1.2863	0.9807	0.2881	1.4104
KINASE-iKiP_EPHA5	0.216349417255456	0.524806735147728	0.229222086865724	0.468581312922629	0.343732036496471	0.131476340061379	1.8898	-1.1172	-1.839	1.2256	1.5313	2.2443
KINASE-iKiP_EPHA4	NA	0.676748934394468	0.676748934394468	0.92067948385174	0.954661118355825	0.334606506270674	NA	-0.8304	-0.8349	0.3241	-0.2354	1.5381
KINASE-iKiP_EPHA3	0.0140851818803621	0.56059236919225	0.569931169160479	0.796538734950884	0.567819775504213	0.378497120330976	3.4464	1.0125	-1.0374	-0.5285	-1.0096	1.4572
KINASE-iKiP_EPHA2	0.0945230136730526	0.85842847581862	0.302088516116916	0.242469989772108	0.480238686140962	0.00871704124837107	2.3887	0.4178	1.6176	1.7783	1.2179	2.8775
KINASE-iKiP_EPHA1	0.421809869486038	0.661406025824964	0.524699500053186	0.954661118355825	0.886111128321353	0.121273042336598	-1.3365	-0.8014	-1.1409	-0.2243	0.3535	2.3468
