id	fdr.pvalue.D_150s_vs_D_0s	fdr.pvalue.D_600s_vs_D_0s	fdr.pvalue.R_150s_vs_R_0s	fdr.pvalue.R_600s_vs_R_0s	fdr.pvalue.S_150s_vs_S_0s	fdr.pvalue.S_600s_vs_S_0s	D_150s_vs_D_0s	D_600s_vs_D_0s	R_150s_vs_R_0s	R_600s_vs_R_0s	S_150s_vs_S_0s	S_600s_vs_S_0s
PERT-PSP_GEFITINIB	0.700697271567138	0.93061485083386	0.315936987039714	NA	0.955264445002578	0.699901715857154	-0.8288	-0.2725	1.6559	NA	0.2133	0.7599
PERT-PSP_FIBRONECTIN	0.0104460267489277	0.00611394645102969	0.0139267605633803	0.000876595744680851	0.162306362105185	0.000876595744680851	2.8714	2.9307	2.5854	2.9443	2.141	3.1805
PERT-PSP_FGF2	0.588764022318245	0.925191201101241	NA	0.0839996346612219	0.923835762242709	0.14846961823706	-1.0225	-0.2861	NA	-2.0613	0.2938	2.1855
PERT-PSP_FGF1	0.0130045373840994	0.00135504920275746	NA	0.000876595744680851	0.152113012106677	0.00135504920275746	2.8056	2.971	NA	2.8862	2.1418	3.2276
PERT-PSP_ETOPOSIDE	0.412022737551072	0.793896684917232	0.0790773690286857	0.642166456677498	0.115191793500617	0.389688398506242	-1.4289	-0.5883	-2.1349	-0.9191	-2.3282	-1.4642
PERT-PSP_ERLOTINIB	0.00135504920275746	0.000876595744680851	NA	0.000876595744680851	0.0331264666293433	0.00135504920275746	-3.5092	-3.703	NA	-2.8562	-2.9309	-3.1913
PERT-PSP_EGF	0.51833066290407	0.874763382843354	0.0135229976879227	0.0412036533906006	0.735616464375938	0.855262442824147	1.1487	0.3812	-3.1668	-2.7977	0.6806	0.467
PERT-PSP_DASATINIB	0.00135504920275746	0.000876595744680851	1	0.606480765226156	0.0271139646869984	0.000876595744680851	-3.5347	-3.656	-0.0779	-0.9735	-2.9198	-3.7674
PERT-PSP_CYCLIC_STRETCH	0.0139267605633803	0.0043901535887774	0.0150894609088653	0.000876595744680851	0.154839463730471	0.000876595744680851	2.8774	2.9033	2.6171	2.8416	2.1907	3.1805
PERT-PSP_CXCL12	0.156227895546659	0.0718809860714045	NA	NA	0.616678803853413	0.022815142972211	1.8651	1.9676	NA	NA	1.0063	2.35
PERT-PSP_CISPLATIN	0.00241350626222863	0.000876595744680851	0.703115929358279	0.00611394645102969	0.0298032407407407	0.000876595744680851	3.5423	3.6077	0.7329	2.8111	3.0297	3.8017
PERT-PSP_BACTERIAL_INFECTION	0.0132819142720133	0.00688871054039593	0.0159563137816851	0.000876595744680851	0.156227895546659	0.000876595744680851	2.9021	2.9325	2.5839	2.7971	2.1923	3.2084
PERT-PSP_ANTI_IGM	0.0104460267489277	0.00346080346080346	0.0139267605633803	0.000876595744680851	0.160124917093132	0.00135504920275746	2.8869	2.9277	2.6049	2.8746	2.1475	3.1903
PERT-PSP_ANTI_CD3	0.000876595744680851	0.000876595744680851	0.863688658790212	0.927406879795843	0.000876595744680851	0.000876595744680851	5.1628	5.2909	-0.3985	0.2736	4.9121	4.8346
PERT-PSP_ANISOMYCIN	0.000876595744680851	0.000876595744680851	0.405332897426409	0.357294478141413	0.0330903384728224	0.000876595744680851	3.5573	3.6247	1.4301	1.5466	2.9303	3.7995
PERT-P100-DIA2_SOTRASTAURIN	0.0152161468432035	0.421586818136731	0.315449353459486	0.925191201101241	0.0929646286238932	0.180858961882541	2.8831	1.3746	1.6422	-0.2783	2.5323	2.0714
PERT-P100-DIA2_RGFP966	0.338349536112221	0.324150159027143	0.863680314486344	0.955264445002578	0.727460464524937	0.616678803853413	1.5937	1.6505	-0.4103	0.2135	-0.7103	-0.952
PERT-P100-DIA2_RESVERATROL	0.867179578143848	0.671553497942387	0.067160402514744	0.475503441457519	0.228109981725494	0.228109981725494	-0.3998	-0.8435	-2.2527	-1.2834	-1.9162	-1.9348
PERT-P100-DIA2_PAZOPANIB	0.172976277771221	0.855262442824147	0.38600859929088	0.167412021445184	0.0568513287158239	0.180735849056604	-1.8408	-0.4586	-1.4596	1.9907	-2.6738	-2.082
PERT-P100-DIA2_LOSMAPIMOD	0.870012427805025	0.685481224365814	0.0714233130291264	0.483639661805027	0.242205282848371	0.23798028060085	-0.3966	-0.8267	-2.2453	-1.2524	-1.846	-1.914
PERT-P100-DIA2_LENALIDOMIDE	0.189940331350035	0.860570694649152	0.38600859929088	0.170592700646552	0.0486434792419069	0.172776141043637	-1.8014	-0.4534	-1.4643	1.9699	-2.7185	-2.093
PERT-P100-DIA2_IPI145	0.0043901535887774	0.0043901535887774	0.0104094948742081	0.000876595744680851	0.0337441662169297	0.0104094948742081	2.9588	3.0241	2.8291	3.325	2.7005	2.8811
PERT-P100-DIA2_GELDANAMYCIN	0.863688658790212	0.67322048273453	0.0627770951093635	0.479315595830918	0.228109981725494	0.230826109204679	-0.4063	-0.8497	-2.2469	-1.262	-1.9008	-1.9243
PERT-P100-DIA2_CI-994	0.863688658790212	0.67322048273453	0.0629844449823375	0.481351914538181	0.229485454851185	0.221906619790773	-0.4029	-0.8387	-2.2368	-1.2574	-1.8992	-1.9153
PATH-WP_Non-small_cell_lung_cancer	0.000876595744680851	0.000876595744680851	0.0146259253308023	0.00135504920275746	0.000876595744680851	0.000876595744680851	3.5991	3.6314	2.5951	2.879	3.693	3.5893
PATH-NP_TWEAK_PATHWAY	0.000876595744680851	0.000876595744680851	0.51255950220932	0.478279967370036	0.00135504920275746	0.000876595744680851	4.1453	4.2098	1.1613	1.2554	3.7527	4.364
PATH-NP_TSLP_PATHWAY	0.00241350626222863	0.00850036621723387	0.226796336429104	0.636777412681027	0.0139267605633803	0.00135504920275746	3.6517	3.6856	-1.9224	-0.8958	3.55	4.3077
PATH-NP_TIE2_PATHWAY	0.334290023482395	0.60096826923829	0.0438563809969875	0.0232963853017238	0.338264914054601	0.333202995028525	-1.6124	-1.0118	-2.5131	-2.5344	-1.6435	1.6367
PATH-NP_T_CELL_RECEPTOR_PATHWAY	0.507623726182982	0.371239258574852	0.629939407962942	0.0786844808920459	0.938476989096266	0.257722303042389	1.2337	1.494	-0.9593	2.107	0.2709	1.723
PATH-NP_PROLACTIN_PATHWAY	0.854951302816097	0.0277665453565171	0.0596421766350746	0.479828478893138	0.847750496075125	0.590274598562552	-0.5008	2.5661	-2.8156	-1.2148	0.4805	1.1151
PATH-NP_OXYTOCIN_PATHWAY	0.000876595744680851	0.000876595744680851	0.0876571568160059	0.0533074388550405	0.0311534556138873	0.000876595744680851	3.6881	3.6267	2.2729	2.5373	2.923	3.8494
PATH-NP_NOTCH_PATHWAY	0.0326013847675569	0.0352860568687907	0.446309178928784	0.676519705977298	0.0924841243729251	0.00934812697116148	3.0496	2.9565	-1.339	-0.781	2.517	3.6314
PATH-NP_LEPTIN_PATHWAY	0.0200525301196442	0.0368255679930109	0.829034256781952	0.978525504357865	0.0923249299719888	0.00135504920275746	3.154	2.9858	-0.498	-0.1814	2.5382	3.6117
PATH-NP_KIT_RECEPTOR_PATHWAY	0.332459148678636	0.401052690619363	1	0.614016954815	0.446309178928784	0.219338474173456	1.6382	1.4259	0.0782	0.962	1.3174	1.9416
PATH-NP_IL33_PATHWAY	0.000876595744680851	0.000876595744680851	0.0472984960915078	0.00912096682248318	0.000876595744680851	0.000876595744680851	4.6638	4.5582	2.6583	3.202	3.9854	4.6444
PATH-NP_GLP1_PATHWAY	0.0369141516380935	0.144902350215161	0.00611394645102969	0.0653790741862068	0.00522541581373168	0.0450940950814814	-2.4656	-2.0954	-2.918	-2.19	-2.9548	-2.4895
PATH-NP_FGF1_PATHWAY	0.0154928820843406	0.135184304710154	0.0147645183802033	0.680074900324389	0.0160391706842748	0.0350947860969322	-3.1528	-2.2484	-2.8549	-0.7918	-3.1048	-2.975
PATH-NP_EGFR1_PATHWAY	0.00991088513476573	0.037246094301777	0.575182164506156	0.256475586753047	0.0290045679634563	0.00912096682248318	3.8584	3.1647	-1.0075	1.8089	3.1387	3.9034
PATH-NP_CRH_PATHWAY	0.000876595744680851	0.000876595744680851	0.51255950220932	0.471167083888074	0.000876595744680851	0.000876595744680851	4.1171	4.263	1.1742	1.2663	3.6508	4.3661
PATH-NP_CCR7_PATHWAY	1	0.759351247830511	0.559138922315818	0.142453555985349	0.904023781067083	0.594647205472621	0.1236	0.6652	1.0873	2.0297	-0.3324	-1.013
PATH-NP_B_CELL_RECEPTOR_PATHWAY	0.00688871054039593	0.0150800579044942	NA	0.205141465964266	0.0125148842069452	0.0364841317450796	2.5777	2.6704	NA	1.7994	2.8105	2.5901
PATH-NP_AGE_RAGE_PATHWAY	0.0347221616783347	0.033803444224024	0.618852216050417	0.977975290854501	0.0981143463863107	0.00994365554404873	3.0309	3.0188	-0.9439	-0.174	2.5019	3.6261
PATH-BI_ISCHEMIA	0.0260955146507118	0.00241350626222863	0.720334870103993	1	0.00688871054039593	0.00135504920275746	2.8382	3.0834	-0.7412	-0.0238	3.0215	3.0941
KINASE-PSP_ZAP70	0.000876595744680851	0.00135504920275746	0.217792209424009	0.18954331653018	0.000876595744680851	0.00135504920275746	3.4534	3.2227	1.9175	2.0066	3.6829	3.6053
KINASE-PSP_Syk/SYK	0.000876595744680851	0.00135504920275746	NA	0.211392403897261	0.00346080346080346	0.00688871054039593	3.2518	3.3655	NA	1.7878	3.3575	3.186
KINASE-PSP_Src/SRC	0.783356342386255	0.73795778192261	0.0489101541733121	0.549109269943289	0.650144435434827	0.26619118541671	-0.5636	-0.6782	-2.9171	-1.0767	0.8322	-1.7995
KINASE-PSP_Ret/RET	0.000876595744680851	0.000876595744680851	0.315452592920499	0.24332942138466	0.00241350626222863	0.000876595744680851	3.7651	3.7085	1.6701	1.8302	3.4986	3.4944
KINASE-PSP_MKK4/MAP2K4	1	0.315936987039714	0.033803444224024	0.00522541581373168	0.992333441313033	0.256475586753047	-0.0404	1.649	-2.7311	-3.1941	0.1422	1.8114
KINASE-PSP_MEK1/MAP2K1	0.156227895546659	0.0369529873036392	0.410572654438825	0.0596421766350746	0.626112789954749	0.026548230628088	1.8696	2.1715	1.4252	2.1094	0.9883	2.2942
KINASE-PSP_LYN	0.221296131753665	0.697325069418093	0.0281319881872962	0.0201676133246685	0.616678803853413	0.57903510855956	-1.9489	-0.7572	-2.9212	-2.993	0.9616	-1.0471
KINASE-PSP_Lck/LCK	0.00241350626222863	0.00346080346080346	0.465496417826454	0.944187338223776	0.000876595744680851	0.00994365554404873	3.2536	3.262	-1.2623	-0.2268	3.9928	3.174
KINASE-PSP_Fyn/FYN	0.0043901535887774	0.0043901535887774	0.044196109508734	0.000876595744680851	0.189417433686208	0.00241350626222863	-3.529	-3.4527	-2.6509	-3.6631	-2.0394	-3.6
KINASE-PSP_EGFR	0.0385341284731529	0.0872106634270979	0.905192275910341	0.0721911351273504	0.048021949598431	0.371239258574852	2.6144	2.5068	-0.3264	2.1872	2.653	1.5149
KINASE-PSP_Abl/ABL1	0.0260187462607193	0.0412036533906006	0.588764022318245	0.563623004563351	0.0629844449823375	0.174079670105937	2.7399	2.7808	1.0143	1.0849	2.6777	2.0965
KINASE-iKiP_ZAP70	0.638043702329417	0.907971297935299	0.867179578143848	1	0.938476989096266	0.73795778192261	0.9253	-0.3064	-0.3904	0.1226	0.2551	-0.6839
KINASE-iKiP_YES1	0.0135229976879227	0.0139267605633803	0.0154070528402079	0.0776225036452104	0.0202508474576271	0.0154256770128529	-3.0562	-3.1981	-3.1916	-2.4253	-3.1082	-3.2293
KINASE-iKiP_TYRO3	0.860570694649152	0.73795778192261	0.251495263193366	0.421870692484411	0.867179578143848	0.727460464524937	-0.4173	-0.6526	1.8475	1.373	0.4078	-0.6902
KINASE-iKiP_TXK	0.2142362452672	0.759351247830511	1	1	0.645359722941745	0.689388497799342	2.0099	-0.6276	0.0899	-0.1214	-0.913	-0.7926
KINASE-iKiP_TEC	0.138079972015345	0.0212963032438845	0.345248477045484	0.104383188290798	0.761056230686083	0.0864701598217397	-2.2913	-3.2133	-1.5682	-2.42	-0.6266	-2.5008
KINASE-iKiP_SYK	0.215752127013169	0.241633085494826	NA	NA	0.0969545736342036	0.0302777992774545	-1.8844	-1.8834	NA	NA	-2.2997	-2.7577
KINASE-iKiP_SRMS	0.483639661805027	0.0446600658320885	0.483639661805027	0.347851328405913	0.256475586753047	0.0534585957262318	-1.2262	-2.6663	-1.2506	-1.5539	-1.8263	-2.7705
KINASE-iKiP_ROS1	0.800117594161796	0.653169886313711	0.371239258574852	0.726898931590927	0.687169679598429	0.359084980747741	-0.5397	-0.8443	1.5198	0.699	-0.7802	-1.5411
KINASE-iKiP_RET	0.315936987039714	0.0855890378803439	0.371239258574852	0.0898694629690642	0.666201648700063	0.126294412353555	1.6722	2.4451	1.5091	2.3306	0.8248	2.237
KINASE-iKiP_PTK6	0.24487465457392	0.345759433447205	0.421586818136731	0.869402520847651	0.291794537403725	1	-1.8155	-1.5507	1.4411	0.392	-1.6498	0.0592
KINASE-iKiP_PTK2.FAK	0.147206840006915	0.0981143463863107	1	0.796542212385789	0.86074836787	1	2.0255	2.3472	0.02	-0.5826	0.4264	-0.0097
KINASE-iKiP_NTRK3	0.0233399047628297	0.749417429372962	0.177756137544155	0.338349536112221	0.0274662306947509	0.356272741654801	-3.1141	-0.6428	2.0863	1.5716	-3.0463	-1.5372
KINASE-iKiP_NTRK2	0.290945041752732	0.488405552365835	0.499326265900854	0.958975914836993	0.75798519765688	0.648092789968652	-1.7083	-1.2559	1.1886	-0.196	-0.6707	-0.9401
KINASE-iKiP_NTRK1	0.421586818136731	0.233021566882318	0.965153542007095	0.656099851435215	0.0329872205657113	0.0754901960784314	-1.3575	-1.8721	-0.1727	-0.8383	-2.8197	-2.2537
KINASE-iKiP_NPM1:ALK	0.00850036621723387	0.00346080346080346	0.0412036533906006	0.021925572128713	0.0396946648938952	0.0182067877733058	-3.2997	-3.4401	-2.6813	-2.9176	-2.7444	-2.8997
KINASE-iKiP_MUSK	0.594647205472621	0.175084410292234	0.762119231929225	0.790435639732721	0.700525427883785	0.123343548206022	-0.9858	-2.0189	0.6156	-0.6011	-0.7325	-2.1598
KINASE-iKiP_MET	0.535619304045983	0.699206113702808	0.645359722941745	0.640036549652095	0.923814929024339	0.50198396810188	1.1023	0.7594	1.0003	-0.9386	-0.2795	-1.217
KINASE-iKiP_MATK.CTK	0.147206840006915	0.432996830755819	0.964736986549072	0.676312612412842	0.160124917093132	0.335614368033123	-2.2238	-1.3664	0.187	-0.8523	-2.1527	-1.6273
KINASE-iKiP_LYNB.LYN	0.0983933706501435	0.0732282361637689	0.137723041751159	0.209423574053367	0.0484298631231224	0.037246094301777	-2.4976	-2.6333	-2.2908	-1.9775	-2.767	-2.9571
KINASE-iKiP_LYNA.LYN	0.0522753744921549	0.0444014559797822	0.311348711348711	0.752387143675992	0.347851328405913	0.454508058786134	-2.7421	-2.7576	-1.6811	-0.6589	-1.5667	-1.3013
KINASE-iKiP_LTK	0.0197293204278677	0.00611394645102969	0.44313406417723	0.285428564543724	0.0892379774397091	0.113125916031242	-3.1743	-3.3788	-1.33	-1.7296	-2.426	-2.2484
KINASE-iKiP_LCK	0.00135504920275746	0.00135504920275746	0.00850036621723387	0.00241350626222863	0.00850036621723387	0.00241350626222863	-3.5086	-3.9309	-3.4038	-3.97	-3.5406	-3.8929
KINASE-iKiP_KIT	0.239151641129363	0.0866802718226	0.465496417826454	0.189417433686208	0.326903280958868	0.24332942138466	-1.7812	-2.1108	-1.3372	-1.8948	-1.5933	-1.7136
KINASE-iKiP_JAK3	0.0596421766350746	0.067160402514744	NA	NA	0.201835014738241	0.159633425969076	-2.4279	-2.5528	NA	NA	-1.8397	-1.8499
KINASE-iKiP_INSRR	0.224180731364276	0.170592700646552	0.762119231929225	1	0.0394833333333333	0.152113012106677	-1.9165	-2.1368	-0.6274	-0.0798	-2.6792	-2.21
KINASE-iKiP_INSR	0.335533119430159	0.172792692440512	0.905192275910341	0.727460464524937	0.593679644025318	0.652578373666348	-1.653	-2.0533	-0.3384	0.7147	-1.0423	0.9383
KINASE-iKiP_IGF1R	0.155037668744503	0.152113012106677	NA	NA	0.026548230628088	0.030864168629232	-2.0998	-2.203	NA	NA	-2.7847	-2.8452
KINASE-iKiP_HCK	0.217801313435005	0.0450718333992355	0.51255950220932	0.913965198826606	0.175158930423634	0.0697756003145225	-1.94	-2.7774	1.2293	-0.2947	-1.9689	-2.1396
KINASE-iKiP_FLT4	0.638043702329417	1	0.465496417826454	0.430907214396814	0.338349536112221	0.47058639222535	0.9026	-0.1133	1.3458	1.3711	1.6024	1.3025
KINASE-iKiP_FLT3	0.00522541581373168	0.0507708303916409	0.430907214396814	1	0.000876595744680851	0.0043901535887774	-3.5107	-2.7382	-1.3767	-0.0674	-3.731	-3.4407
KINASE-iKiP_FGR	0.0659463785514206	0.616678803853413	0.102199232992156	0.421586818136731	0.27841308630277	0.479207495540431	-2.6112	-0.9431	2.38	1.3947	-1.732	1.2566
KINASE-iKiP_FGFR3	0.69626848083389	1	NA	NA	0.421586818136731	0.628020064102605	0.903	0.1167	NA	NA	1.4436	1.0366
KINASE-iKiP_FGFR2	0.636689930209372	0.415806851543978	0.311960926166798	0.403363460287174	0.843241165373337	0.638043702329417	0.8999	1.3763	1.7074	1.4194	-0.4636	0.8986
KINASE-iKiP_FGFR1	0.217792209424009	0.30465744400527	NA	NA	0.352639820732348	0.338264914054601	-1.8629	-1.7162	NA	NA	-1.5165	-1.5551
KINASE-iKiP_FES	0.107251342675524	0.0472984960915078	0.760778829133979	0.992683299348073	0.135284735903931	0.483411416799575	-2.422	-2.881	-0.6373	-0.148	-2.2972	-1.2001
KINASE-iKiP_FER	0.107256897184955	0.0360099352574835	0.340983917268502	0.839149771281298	0.0320089695799013	0.0420699060171843	-2.4581	-2.9367	-1.5815	-0.487	-3.0413	-2.8579
KINASE-iKiP_ERBB4	1	0.478352305201155	0.752387143675992	0.923835762242709	1	0.67322048273453	-0.0536	-1.2549	0.7399	-0.2949	-0.0805	0.8581
KINASE-iKiP_EPHB4	0.0162262799856785	0.0043901535887774	0.481351914538181	0.351324009962131	0.00241350626222863	0.00135504920275746	-3.4017	-3.5869	-1.2375	-1.5481	-4.1324	-3.9697
KINASE-iKiP_EPHB3	0.0285423230314567	0.0326013847675569	0.509999720504184	1	0.0136162866652151	0.194351217911427	-3.1383	-2.811	-1.1797	0.0679	-3.1599	-2.0361
KINASE-iKiP_EPHB2	0.44759889407694	0.0581474326744114	0.594647205472621	0.432996830755819	0.391315398713095	0.389688398506242	-1.3128	-2.7908	0.9924	1.3179	-1.4445	-1.4538
KINASE-iKiP_EPHB1	0.51255950220932	0.863688658790212	0.334290023482395	0.315936987039714	0.797329078314141	1	1.1263	0.395	1.5909	1.6577	-0.5766	-0.1017
KINASE-iKiP_EPHA8	0.0693451516032161	0.0412036533906006	0.182406063673418	0.798936095423336	0.117196963643628	0.18024798571911	-2.6603	-2.9228	-2.077	-0.5308	-2.2952	-2.0858
KINASE-iKiP_EPHA6	0.721511953382915	0.855262442824147	0.919747213323673	0.421586818136731	0.340151203618764	0.0885809066789139	0.7694	0.4301	-0.2897	-1.3976	-1.5796	-2.4334
KINASE-iKiP_EPHA5	0.407678785925644	0.822549899239601	0.315449353459486	0.0335703703703704	0.869402520847651	0.797329078314141	-1.3968	-0.4941	1.6479	2.8918	-0.3683	-0.5763
KINASE-iKiP_EPHA3	0.847586437944682	0.537166458567424	0.754873699125421	0.159573024380918	0.636777412681027	0.539055708313185	-0.4458	-1.0946	0.6346	2.1758	-0.9273	-1.1021
KINASE-iKiP_EPHA2	1	0.449059067298686	0.244943120320612	0.415806851543978	0.863688658790212	0.590074101749798	0.0127	-1.3217	1.8773	1.4049	-0.4209	-1.0165
KINASE-iKiP_EPHA1	0.000876595744680851	0.026548230628088	0.215752127013169	0.126294412353555	0.00241350626222863	0.0136162866652151	-4.1259	-3.0911	-1.9708	-2.2576	-3.3816	-3.2318
KINASE-iKiP_EGFR	0.24332942138466	0.189417433686208	0.899865021454398	0.341593735605712	0.338349536112221	0.410572654438825	-1.7696	-1.8966	-0.3266	-1.5538	-1.562	-1.4227
KINASE-iKiP_DDR2	0.501630942244489	0.842318893663143	0.223572665888924	0.201835014738241	0.650144435434827	0.311960926166798	-1.2685	0.4696	1.9463	2.0095	0.9538	1.6999
KINASE-iKiP_CSF1R.FMS	0.640036549652095	0.665598332356198	0.645359722941745	1	0.863688658790212	0.84623537084677	-0.9424	-0.8952	0.8842	0.1091	-0.4394	-0.4854
KINASE-iKiP_BMX	0.0970246362397641	0.636777412681027	0.208940277100169	0.256475586753047	0.0077037784976697	0.0251030453333597	-2.4851	-0.8898	-1.8468	1.8071	-3.4089	-3.1779
KINASE-iKiP_ALK	0.498508662537232	0.439596030076062	0.899865021454398	0.927406879795843	0.113342747039948	0.0981143463863107	-1.1796	-1.319	-0.342	-0.2745	-2.2998	-2.4649
DISEASE-PSP_type_2_diabetes	0.0149379819946557	0.00346080346080346	0.0171118108355766	0.000876595744680851	0.156227895546659	0.00135504920275746	2.91	2.9258	2.5948	2.8884	2.1677	3.2137
DISEASE-PSP_neuroblastoma	0.380481254337103	0.0489101541733121	0.00241350626222863	0.410572654438825	0.216379834751204	0.114838929316141	-1.4718	-2.8254	-3.9151	-1.4084	-1.9944	-2.3662
DISEASE-PSP_HNSCC	0.0135038994341241	0.0043901535887774	1	1	0.16120171842589	0.000876595744680851	-2.9028	-2.937	NaN	NaN	-2.1422	-3.1279
DISEASE-PSP_glioma	0.00991088513476573	0.00241350626222863	0.0154928820843406	0.000876595744680851	0.162927026480695	0.00135504920275746	2.8623	2.9557	2.5829	2.8757	2.1467	3.1604
DISEASE-PSP_breast_cancer	1	0.696888021774213	0.421870692484411	0.642080339094068	0.804365587247365	0.345668790587408	-0.0847	-0.7834	-1.3861	-0.9279	-0.5334	-1.5659
DISEASE-PSP_acute_myelogenous_leukemia	0.0104460267489277	0.00241350626222863	0.0118294289859977	0.000876595744680851	0.156227895546659	0.00135504920275746	2.9238	2.9506	2.6298	2.8264	2.1741	3.1388
