id	fdr.pvalue.R_0s_vs_D_0s	fdr.pvalue.R_150s_vs_D_150s	fdr.pvalue.R_600s_vs_D_600s	fdr.pvalue.S_0s_vs_D_0s	fdr.pvalue.S_150s_vs_D_150s	fdr.pvalue.S_600s_vs_D_600s	R_0s_vs_D_0s	R_150s_vs_D_150s	R_600s_vs_D_600s	S_0s_vs_D_0s	S_150s_vs_D_150s	S_600s_vs_D_600s
PERT-PSP_ANTI_TCR	0.362758686288098	0.00960388366881262	0.0246471028383105	0.226213006278384	0.0350105417512989	NA	-1.5052	-3.1171	-2.0367	-1.7302	-2.5348	NA
PERT-PSP_ANTI_IGM	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	-4.233	-3.822	-4.0107	-3.9015	-4.1269	-4.2031
PERT-PSP_ANTI_CD3	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	-6.8837	-7.7967	-5.0501	-6.1262	-7.7964	-5.4246
PERT-PSP_ANISOMYCIN	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	-4.6996	-4.1802	-4.5996	-4.4389	-4.1859	-4.6172
PERT-P100-DIA2_SOTRASTAURIN	0.538244700080151	0.388641688425273	0.113879003558719	0.762229998467666	0.90521592051256	0.765803145267431	1.1056	1.4254	2.2522	0.6223	0.3011	0.615
PERT-P100-DIA2_RGFP966	0.820237285853405	0.978831561428387	0.542742283384742	0.65433073078947	0.185599762426659	0.89235859092591	0.5689	0.1595	1.1236	0.8623	-1.9485	-0.3235
PERT-P100-DIA2_RESVERATROL	0.404617067675165	0.153937419152892	0.0781138233724874	0.84663955869891	0.0901057101893922	0.399103275473223	-1.4065	-1.9095	-2.1809	0.4505	-2.3963	-1.3946
PERT-P100-DIA2_PRAVASTATIN	0.0282820788281151	1	0.0326870498413265	0.0568007141857204	1	0.0313215300473275	-2.0001	NaN	-2.2216	-1.9809	NaN	-2.343
PERT-P100-DIA2_PAZOPANIB	0.321651013771762	0.0829765477209864	0.0562737528240252	0.363617537317887	0.187686053747075	0.634227148491236	-1.609	-2.1549	-2.3662	-1.4717	-1.9799	-0.8903
PERT-P100-DIA2_LOSMAPIMOD	0.394941449784025	0.138994069405357	0.0805713503880699	0.839277010226577	0.0993376321767902	0.408010649977387	-1.4194	-1.9268	-2.1577	0.4672	-2.3723	-1.3837
PERT-P100-DIA2_LENALIDOMIDE	0.306130470879529	0.083117474691849	0.0602978090001813	0.380052381714595	0.190976883467845	0.636762116456448	-1.6327	-2.1529	-2.4077	-1.4497	-1.9883	-0.895
PERT-P100-DIA2_IPI145	0.843740712440759	0.455247754618442	0.0452972894150685	0.133729282149001	0.384971155952075	0.404617067675165	0.4846	-1.2927	-2.681	-2.2201	1.4558	-1.373
PERT-P100-DIA2_GELDANAMYCIN	0.404617067675165	0.142078858291764	0.0846872642278267	0.839300180227049	0.0958300163319573	0.404617067675165	-1.4158	-1.9299	-2.1682	0.4571	-2.3811	-1.378
PERT-P100-DIA2_CI-994	0.39584714578128	0.142059747326958	0.0731909368597876	0.851777758900593	0.0969583919285539	0.418015613811017	-1.4265	-1.9374	-2.2038	0.4492	-2.3578	-1.3494
PATH-WP_Non-small_cell_lung_cancer	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	-3.6222	-3.8526	-4.1639	-4.0683	-3.6269	-4.0231
PATH-NP_TWEAK_PATHWAY	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	-5.518	-5.1813	-5.5883	-5.3451	-5.0735	-5.4923
PATH-NP_TSLP_PATHWAY	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	-5.6753	-6.2051	-6.1961	-5.6058	-6.017	-6.4581
PATH-NP_TIE2_PATHWAY	0.863780035863718	0.0568007141857204	0.000371003717472119	0.716690711909825	0.0204712047109383	0.0118739249559784	0.4088	-2.5845	-4.0075	-0.7337	-3.01	-2.9976
PATH-NP_T_CELL_RECEPTOR_PATHWAY	0.000699349702881489	0.00131642297012986	0.000371003717472119	0.00815019885505223	0.00131642297012986	0.0122488350050237	-3.0936	-3.361	-3.3644	-2.6055	-3.2997	-2.8708
PATH-NP_PROLACTIN_PATHWAY	0.71746621038354	0.672460755318519	0.000371003717472119	0.795510497467779	0.674328343087357	0.00190752638298848	0.8234	-0.8398	-3.4781	0.6469	0.8108	-3.1737
PATH-NP_OXYTOCIN_PATHWAY	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	-4.7788	-4.2458	-4.6058	-4.4208	-4.1651	-4.5798
PATH-NP_NOTCH_PATHWAY	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	-5.9328	-5.3321	-5.5628	-5.7972	-5.2987	-5.5776
PATH-NP_LEPTIN_PATHWAY	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	-5.7304	-5.4062	-5.0654	-5.4295	-4.413	-5.3764
PATH-NP_KIT_RECEPTOR_PATHWAY	0.000371003717472119	0.00131642297012986	0.0098610181155377	0.000371003717472119	0.000371003717472119	0.00311595732324904	-3.8684	-3.3775	-3.1141	-3.7066	-3.5854	-3.3909
PATH-NP_IL33_PATHWAY	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	-5.5036	-5.1402	-5.5328	-5.2239	-4.9915	-5.3519
PATH-NP_IL11_PATHWAY	0.000371003717472119	0.00874648344040034	0.000699349702881489	0.00251035237373563	0.00769738262885729	0.00369999629258889	-2.9126	-2.9945	-2.8192	-2.6292	-2.7439	-2.9282
PATH-NP_GLP1_PATHWAY	0.0205081999604821	0.036928605682417	0.0772091579929573	0.069446261883682	0.00778214784641325	0.378663884431705	-3.0865	-2.7056	-2.5784	-2.5959	-3.3216	-1.4364
PATH-NP_FGF1_PATHWAY	0.0972137052557857	0.00131642297012986	0.275197325596229	1	0.000371003717472119	0.872673265100416	-2.4325	-3.5853	-1.734	0.0275	-4.0956	0.3906
PATH-NP_EGFR1_PATHWAY	0.000699349702881489	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	-4.2285	-7.8488	-9.1271	-6.6996	-5.5902	-5.8585
PATH-NP_CRH_PATHWAY	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	-5.6319	-5.1054	-5.5289	-5.5334	-5.0812	-5.4319
PATH-NP_CCR7_PATHWAY	0.545592529611034	0.629934341959776	0.267439456699002	0.0572575210572674	0.182564919134597	0.203742841487744	1.0803	0.9255	1.7491	-2.55	1.8313	1.962
PATH-NP_B_CELL_RECEPTOR_PATHWAY	0.474770877710416	0.000371003717472119	0.000371003717472119	0.00598235265908982	0.0568007141857204	0.0619338893370856	-1.2	-4.6017	-3.875	-3.2872	-2.6532	-2.6844
PATH-NP_AGE_RAGE_PATHWAY	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	0.000371003717472119	-5.9454	-5.3103	-5.6138	-5.5855	-5.1328	-5.6638
PATH-BI_ISCHEMIA	0.000371003717472119	0.00307966900038511	0.0225109517745983	0.000699349702881489	0.000371003717472119	0.000371003717472119	-3.5931	-3.2257	-3	-3.0799	-3.4907	-3.7952
KINASE-PSP_ZAP70	0.386849386956729	0.169834138360537	0.615607487046335	0.394637159955858	0.0613142969799504	0.276895750863967	1.4155	-2.0732	0.9215	1.3933	-2.7067	-1.7192
KINASE-PSP_Syk/SYK	0.208203208961829	0.000371003717472119	0.000371003717472119	0.00131642297012986	0.000371003717472119	0.00534012531636765	-1.9331	-5.3095	-4.4286	-3.4205	-4.639	-3.538
KINASE-PSP_Src/SRC	0.824062719626619	0.0405623138982729	0.123808816417868	0.0990849835036562	0.609993297373209	0.718310601764805	-0.5135	-2.9525	-2.3006	-2.3861	-0.9313	-0.6988
KINASE-PSP_Ret/RET	0.715758039347673	0.832212061796986	0.00767231968511201	0.169888598598423	0.74966384645201	0.0491539829783402	0.724	-0.4728	-3.4293	-2.0527	0.7247	-2.7197
KINASE-PSP_PDGFRB	0.684391109023462	0.34001527972958	0.404617067675165	0.0483964826070089	0.105896055342096	0.236581622782297	0.8451	-1.5284	-1.3816	-2.4952	-1.877	-1.8146
KINASE-PSP_MKK7/MAP2K7	0.021112756505183	0.0469835669925598	0.000699349702881489	0.0721358244231067	0.0291977514471402	0.0733187641122733	-2.8536	-2.6332	-3.3163	-2.5505	-2.7923	-2.5374
KINASE-PSP_MKK4/MAP2K4	0.853890808842261	0.189607160886534	0.000371003717472119	1	0.0801195261999486	0.110736487409426	0.4114	-2.0247	-3.8947	-0.0766	-2.4383	-2.176
KINASE-PSP_MEKK6/MAP3K6	0.470415458524416	0.429438310476171	0.000699349702881489	1	0.0763598413254302	0.0123300379852327	1.2276	-1.3687	-3.3952	-0.0967	-2.4262	-2.6973
KINASE-PSP_MEK1/MAP2K1	0.152176029227678	0.298251605209329	0.82645481563811	0.236142702306624	0.0255389930266778	0.379308024760947	-1.8458	-1.5896	-0.5146	-1.7154	-2.4827	-1.4467
KINASE-PSP_LYN	0.872673265100416	0.342382811601801	0.222133314103293	0.253266155514089	0.071741214057508	0.253266155514089	-0.3737	-1.5362	-1.8223	-1.7097	-2.2302	-1.707
KINASE-PSP_Lck/LCK	0.251386460883149	0.0520198810906453	0.515335731516961	0.0742491280125689	0.00131642297012986	0.863780035863718	1.7818	-2.7857	1.1004	-2.5544	-4.2465	-0.4057
KINASE-PSP_INSR	NA	0.626964850576238	NA	NA	0.298251605209329	0.890776381346512	NA	-0.9046	NA	NA	-1.6234	0.3326
KINASE-PSP_Fyn/FYN	0.295280208795633	0.00190752638298848	0.0640923066219619	0.00250968794871988	0.0844145164397788	0.456861724033477	-1.6426	-4.063	-2.6904	-3.5137	-2.5398	-1.2268
KINASE-PSP_EGFR	0.980925038078095	0.000371003717472119	0.000699349702881489	0.0784640001105881	0.0284302797759141	0.0396069001199407	0.1461	-4.3095	-4.0096	-2.4615	-2.9935	-2.9797
KINASE-PSP_ASK1/MAP3K5	0.474439883786031	0.424263817200393	0.00190752638298848	1	0.0861487300491822	0.0106912313522248	1.2082	-1.3836	-3.3612	-0.0953	-2.4242	-2.6976
KINASE-PSP_Abl/ABL1	0.687062695557979	0.0138156346470645	0.288913456377684	0.650773134113001	0.493059908060231	0.853069124768269	-0.7656	-3.344	-1.6931	-0.8514	1.1854	0.4235
KINASE-iKiP_ZAP70	0.00190752638298848	0.00876715216894777	0.0356004756242568	0.00190752638298848	0.876409186181959	1	-3.4984	-3.3692	-2.7935	-3.5588	0.354	0.1037
KINASE-iKiP_YES1	0.356687544316835	0.964588641428482	0.531989873021939	0.0158610288460063	0.0751842439422891	0.601493418635129	-1.4901	-0.1972	-1.1156	-3.1422	2.5887	0.9322
KINASE-iKiP_TYRO3	1	0.700871224102968	0.715758039347673	0.17936948862112	0.0846872642278267	0.061648445466397	0.0913	0.7325	-0.7201	2.0711	2.5117	2.6462
KINASE-iKiP_TXK	0.0342378286377885	0.875526777158289	0.138482142260493	0.124424370397725	0.205770329195748	1	-2.8313	-0.369	-2.1498	-2.1566	1.952	-0.0368
KINASE-iKiP_TNK1	0.934857666776193	0.684830585568323	0.604355735155529	0.936790124536295	0.150005785450879	0.596798141666536	0.2428	-0.8009	-1.0045	-0.2345	2.186	-0.9552
KINASE-iKiP_TEK	0.201900835511048	0.182564919134597	1	0.839406742240186	0.0122488350050237	0.407721943136749	-1.962	2.0643	0.04	0.4704	3.3142	1.3617
KINASE-iKiP_TEC	0.529664577898065	0.837621011135769	0.669762917234472	0.58641810918775	0.606445642864896	0.258630371437689	-1.0902	-0.4634	0.8047	-0.9803	-0.9396	1.7438
KINASE-iKiP_SYK	0.00815019885505223	0.819413740086076	0.333076733436055	0.182435566266159	0.221977557579599	0.812510768101001	3.5087	0.5397	-1.5511	1.9297	1.8943	-0.5244
KINASE-iKiP_SRMS	0.132609242784497	0.601493418635129	1	0.0969504376658098	0.0437831496342449	0.344222638828041	-2.1961	-0.9571	0.0927	-2.2861	2.8978	1.5297
KINASE-iKiP_ROS1	0.230523890729902	0.936790124536295	0.865962769658386	1	0.55561932823421	0.230961024664584	-1.8605	-0.2228	-0.3835	0.0341	1.0463	1.8596
KINASE-iKiP_RET	0.0209334595443495	0.175277346837222	0.0777889586305528	0.29215178092955	0.0546064075578275	0.00592149568199551	-2.7538	-2.0654	-2.2088	1.6539	2.7251	3.2704
KINASE-iKiP_PTK6	0.377593380947143	0.306130470879529	0.0659089173319436	0.963989746203286	0.236912968832541	0.876409186181959	1.4827	1.6011	2.5278	0.1815	1.7434	-0.3745
KINASE-iKiP_PTK2B	0.311388455538222	0.251386460883149	0.10435014422793	0.383246959683182	0.195701806399201	0.865962769658386	1.5972	1.7543	2.0496	-1.4891	1.9722	-0.4037
KINASE-iKiP_PTK2.FAK	0.186382159565961	0.295073887158868	0.936790124536295	0.809682345134923	0.567240359408284	1	-1.9891	-1.6618	-0.2411	-0.5305	-1.008	0.1001
KINASE-iKiP_PDGFRB	0.0505284354994404	0.0127726584757835	0.717301426001526	NA	NA	NA	2.4118	2.9077	0.8554	NA	NA	NA
KINASE-iKiP_PDGFRA	0.268225579236427	0.239641462110933	0.602783948640326	0.169834138360537	0.004209638300116	0.105814495949786	1.7162	1.8169	-0.9793	1.9114	3.6236	2.3518
KINASE-iKiP_NTRK3	0.334098225087674	0.456861724033477	0.977615957976316	0.137783547332298	0.776482004639519	0.114331263769277	1.5634	1.2651	0.1552	2.1719	0.5885	2.3366
KINASE-iKiP_NTRK2	0.367799147759991	0.774280513176144	0.0149472884256421	0.493059908060231	0.277722458761178	0.173220890795429	-1.4636	-0.6658	-2.8439	-1.2298	1.6618	-2.0907
KINASE-iKiP_NTRK1	1	0.0118739249559784	0.670375813243811	0.380888505467442	0.100594574962558	0.378663884431705	-0.0047	2.8144	0.813	-1.4325	2.4201	-1.4352
KINASE-iKiP_NPM1:ALK	0.383308567650078	0.735151262373897	0.444599065989619	1	0.506644304627316	1	-1.4339	-0.6779	-1.3295	0.0581	1.208	-0.0216
KINASE-iKiP_MUSK	0.515015692396571	0.463253124827928	0.208665677756587	0.475841632689437	0.0660791972611971	0.351049391022037	-1.1064	-1.2202	-1.9164	-1.1973	2.6519	1.5035
KINASE-iKiP_MST1R	0.656954517973574	0.21745384399852	0.292035265005034	NA	0.835136036235575	0.656954517973574	0.9329	-1.8512	-1.6216	NA	0.4971	0.8535
KINASE-iKiP_MET	0.65433073078947	0.243643959123435	0.890776381346512	0.139535363452132	0.698181368335082	0.615251609608405	-0.858	-1.8139	-0.3328	-2.1831	-0.7354	-0.927
KINASE-iKiP_MERTK.MER	1	0.209341865737954	0.321325885941803	0.775634534956569	0.876409186181959	0.418580443545769	0.0367	-1.9594	-1.5887	-0.6136	0.3855	1.3378
KINASE-iKiP_MATK.CTK	0.658975389929844	0.636728813648765	0.1323256430655	0.778729041252989	0.82645481563811	0.720248779403753	-0.829	-0.9433	2.1356	-0.6183	0.4996	0.6958
KINASE-iKiP_MAPK8.JNK1	0.792859323702081	0.221675384319997	0.00250968794871988	1	0.0846872642278267	0.012942089870675	-0.5634	-1.9399	-3.3234	-0.0802	-2.4003	-2.6423
KINASE-iKiP_MAPK10.JNK3	0.792859323702081	0.220722020686958	0.00307966900038511	1	0.0801195261999486	0.0118739249559784	-0.5594	-1.9277	-3.3363	-0.0808	-2.4322	-2.6871
KINASE-iKiP_LYNB.LYN	0.00475883937725008	0.00131642297012986	0.00131642297012986	0.00492387239375191	0.506644304627316	0.188837504135667	-3.5755	-4.1193	-3.8341	-3.572	1.1411	2.0178
KINASE-iKiP_LYNA.LYN	0.989698667395156	0.585175878064944	0.313101733849397	0.752269996765399	0.0457879116625168	0.123311302059413	0.1375	-0.9694	-1.5949	-0.6391	2.8473	2.306
KINASE-iKiP_LTK	0.0237074904267348	1	0.660185371002148	0.255287756533206	0.375534128118386	0.277722458761178	-3.1067	-0.0265	-0.8375	-1.7776	1.4492	1.7273
KINASE-iKiP_LCK	0.491486421782867	0.445807106598985	0.768167099232724	0.0226315789473684	0.0499199679871949	0.0403870941955855	-1.1714	-1.2599	-0.6035	-3.1415	2.7186	2.8911
KINASE-iKiP_KIT	0.865962769658386	0.0746414295842626	0.324191798024819	0.908500621228257	0.0926611058511803	0.8829479299083	-0.3992	2.377	-1.5778	-0.2983	2.4631	0.349
KINASE-iKiP_KDR	0.254353175533161	0.0917586091608158	0.694622248661511	NA	0.795446047271368	NA	1.6704	2.1169	0.7492	NA	0.5898	NA
KINASE-iKiP_JAK3	0.405901566916985	0.0955947021482249	0.16416455390559	0.323332154095369	0.255287756533206	0.649766527606141	1.3705	2.3514	-1.8682	1.5685	1.7786	-0.8449
KINASE-iKiP_JAK2	NA	NA	0.524360623409051	NA	0.074352798462984	NA	NA	NA	-1.1548	NA	-2.4695	NA
KINASE-iKiP_ITK	0.10482683419168	0.1355200468247	0.0323070946737535	NA	0.591227276913931	0.455681528288554	2.2327	2.1129	2.6914	NA	-0.9854	-1.2816
KINASE-iKiP_INSRR	0.545550523131961	0.0568777640997584	0.20860196115586	0.0104066736183525	0.399103275473223	0.0043255332151541	-1.0806	-2.7054	-1.9899	-3.1501	-1.3939	-3.6341
KINASE-iKiP_INSR	0.0362590084884914	0.737366633877574	0.358085145937907	0.546920085509687	0.113177148711692	0.501148823666955	2.8897	0.6804	-1.4896	-1.0689	2.3581	-1.1451
KINASE-iKiP_IGF1R	0.807039006280381	0.824062719626619	0.0272915929262899	0.0926611058511803	0.639467584596023	0.0797792983599435	-0.5388	-0.4995	-2.6577	-2.1541	0.8925	-2.4105
KINASE-iKiP_HCK	0.34001527972958	0.128595728927477	0.215117065068644	0.794109339328146	0.0401690480982089	1	1.5403	2.1128	1.9375	-0.5727	2.3447	-0.0897
KINASE-iKiP_FRK	0.379308024760947	0.716894235650572	0.064982066989696	0.678424765128559	0.615251609608405	0.421899255192374	1.4462	0.696	2.4286	0.7969	0.9209	1.3287
KINASE-iKiP_FLT4	0.346294633565506	0.00131642297012986	1	1	0.762229998467666	0.908882312835966	1.5163	2.8528	0.0408	-0.076	0.681	0.2842
KINASE-iKiP_FLT3	0.175277346837222	0.101428081708375	1	0.819138594795826	0.776482004639519	0.271998143724587	2.0915	-2.3905	-0.0362	0.5096	-0.5837	-1.7319
KINASE-iKiP_FLT1	0.936790124536295	0.79864124374399	0.144076719925297	NA	0.670375813243811	0.0457879116625168	-0.2443	0.5531	-2.1276	NA	-0.9104	-2.6489
KINASE-iKiP_FGR	0.200499342279468	0.349068308194914	0.875526777158289	0.426244011862646	0.169888598598423	0.857581411387068	1.9749	1.5325	0.3788	1.3221	2.0835	0.4035
KINASE-iKiP_FGFR3	0.302587866717168	0.061648445466397	0.82645481563811	0.952739717611706	0.946781493544662	0.841695724189039	-1.6464	-2.4191	0.5144	0.1933	0.2202	-0.4611
KINASE-iKiP_FGFR2	0.638572899428509	0.245934119227284	0.689806947641845	0.872673265100416	0.498805184151884	0.683174770191568	-0.8943	1.8075	-0.7688	-0.3697	1.1751	0.7733
KINASE-iKiP_FGFR1	0.0546539514682277	0.000699349702881489	0.227568585534687	0.823108890881403	0.475841632689437	0.388372959748122	2.7007	3.5898	1.8943	0.5013	1.2208	-1.4298
KINASE-iKiP_FES	0.849721425412882	0.829637298334557	0.706815088450362	0.359084204612643	0.02184194456188	0.258630371437689	-0.4459	-0.4685	-0.7283	1.4867	3.1682	1.7553
